"date","card","tx_less_than_2"
"2018-06-09 23:50:42","4319653513507",1
"2018-03-10 23:00:35","3517111172421930",1
"2018-03-07 04:00:16","180098539019105",1
"2018-10-04 17:23:47","4268491956169254",1
"2018-02-03 18:05:39","4866761290278198714",1
"2018-06-18 14:11:39","501809222273",1
"2018-03-12 21:31:02","501809222273",1
"2018-06-22 11:53:25","3517111172421930",1
"2018-03-08 18:56:27","4586962917519654607",1
"2018-11-27 16:35:30","3561954487988605",1
"2018-12-18 16:12:08","180098539019105",1
"2018-05-08 18:52:12","3516952396080247",1
"2018-01-16 13:48:12","4268491956169254",1
"2018-03-16 10:19:31","376027549341849",1
"2018-12-17 13:47:00","4539990688484983",1
"2018-06-17 06:52:33","4962915017023706562",1
"2018-04-01 01:48:11","30078299053512",1
"2018-06-19 08:34:09","503842928916",1
"2018-03-30 16:04:04","4743204091443101526",1
"2018-06-21 12:19:53","344119623920892",1
"2018-03-21 08:07:16","5570600642865857",1
"2018-11-06 18:14:12","5175947111814778",1
"2018-04-15 19:22:30","4188164051171486",1
"2018-11-22 04:16:33","4498002758300",1
"2018-10-05 19:04:16","4761049645711555811",1
"2018-02-22 17:59:19","4681896441519",1
"2018-01-05 07:19:27","344119623920892",1
"2018-05-31 14:08:40","4834483169177062",1
"2018-09-21 07:53:08","5361779664174555",1
"2018-05-15 12:53:26","4276466390111",1
"2018-06-12 23:23:02","30063281385429",1
"2018-07-08 04:01:24","4498002758300",1
"2018-06-06 20:39:18","3516952396080247",1
"2018-11-09 09:18:16","5500708021555307",1
"2018-09-26 08:50:53","4027907156459098",1
"2018-03-10 05:41:14","5175947111814778",1
"2018-09-27 00:37:48","376027549341849",1
"2018-09-25 12:53:26","6011987562414062",1
"2018-06-07 07:07:22","3561072557118696",1
"2018-09-12 11:34:08","4165305432349489280",1
"2018-08-18 15:34:57","4279104135293225293",1
"2018-03-23 07:13:23","376027549341849",1
"2018-12-01 23:15:08","4263694062533017",1
"2018-10-08 08:18:57","372414832802279",1
"2018-09-21 18:49:20","30078299053512",1
"2018-11-17 04:59:45","4159836738768855913",1
"2018-02-24 11:53:11","503842928916",1
"2018-08-05 07:24:20","30063281385429",1
"2018-10-26 11:56:34","5297187379298983",1
"2018-12-24 21:17:18","4165305432349489280",1
"2018-11-07 04:10:04","3561954487988605",1
"2018-10-01 14:17:10","4279104135293225293",1
"2018-07-09 06:17:12","3582198969197591",1
"2018-08-06 15:31:03","5500708021555307",1
"2018-12-17 06:29:25","4644008655884311378",1
"2018-02-23 14:39:43","4539990688484983",1
"2018-09-07 11:02:59","4188164051171486",1
"2018-08-15 19:32:31","501809222273",1
"2018-12-26 19:55:23","3561072557118696",1
"2018-05-06 17:28:44","3517111172421930",1
"2018-10-05 08:27:56","30078299053512",1
"2018-06-04 05:37:55","3582198969197591",1
"2018-02-24 02:18:56","501879657465",1
"2018-01-17 06:36:33","180098539019105",1
"2018-12-27 18:47:35","4681896441519",1
"2018-08-21 16:23:34","3517111172421930",1
"2018-06-18 15:54:33","376027549341849",1
"2018-03-05 12:32:16","4268491956169254",1
"2018-07-22 01:03:31","4319653513507",1
"2018-06-10 04:34:46","6500236164848279",1
"2018-02-11 08:25:36","3582198969197591",1
"2018-07-07 17:26:40","503842928916",1
"2018-06-17 11:02:07","4188164051171486",1
"2018-01-27 18:02:40","4268491956169254",1
"2018-01-10 00:25:40","372414832802279",1
"2018-07-17 16:30:39","3517111172421930",1
"2018-05-22 22:34:52","4866761290278198714",1
"2018-04-06 16:57:28","180098539019105",1
"2018-06-07 08:58:28","4506405265172173",1
"2018-12-26 18:02:58","4834483169177062",1
"2018-01-23 08:18:10","5500708021555307",1
"2018-02-23 10:13:27","4319653513507",1
"2018-09-02 19:10:09","180098539019105",1
"2018-06-13 05:34:22","344119623920892",1
"2018-01-15 03:37:27","4834483169177062",1
"2018-11-15 14:17:09","372414832802279",1
"2018-03-24 18:16:00","4027907156459098",1
"2018-07-14 19:46:53","4539990688484983",1
"2018-05-24 00:29:49","4743204091443101526",1
"2018-09-26 22:07:52","584226564303",1
"2018-01-13 14:36:43","4150721559116778",1
"2018-04-06 02:30:41","4263694062533017",1
"2018-11-12 04:53:21","344119623920892",1
"2018-07-16 07:21:20","30063281385429",1
"2018-04-01 11:54:51","675911140852",1
"2018-07-06 06:09:32","4741042733274",1
"2018-04-09 10:33:41","30063281385429",1
"2018-01-03 15:23:58","4962915017023706562",1
"2018-11-20 03:51:55","5135837688671496",1
"2018-04-08 16:34:54","3535651398328201",1
"2018-01-12 02:48:29","30142966699187",1
"2018-05-20 09:33:41","5135837688671496",1
"2018-03-04 20:48:10","376027549341849",1
"2018-05-21 09:36:20","4723783028106084756",1
"2018-03-07 18:43:44","3561954487988605",1
"2018-04-29 08:03:32","4743204091443101526",1
"2018-07-08 14:04:49","3561072557118696",1
"2018-09-22 16:17:08","4279104135293225293",1
"2018-05-28 17:30:04","4498002758300",1
"2018-04-12 14:37:55","30063281385429",1
"2018-06-08 13:48:44","3517111172421930",1
"2018-02-09 15:30:03","3582198969197591",1
"2018-08-04 14:32:39","3581345943543942",1
"2018-05-06 04:38:27","372414832802279",1
"2018-12-22 04:20:43","5297187379298983",1
"2018-04-18 06:51:00","5500708021555307",1
"2018-03-12 09:08:18","372414832802279",1
"2018-01-16 18:45:54","4962915017023706562",1
"2018-03-13 11:42:46","4723783028106084756",1
"2018-07-02 04:53:58","584226564303",1
"2018-01-11 09:58:11","5500708021555307",1
"2018-04-19 09:58:51","3561954487988605",1
"2018-01-03 21:04:28","3561072557118696",1
"2018-10-11 07:53:12","30063281385429",1
"2018-02-18 17:48:32","180098539019105",1
"2018-07-26 15:52:41","4681896441519",1
"2018-10-19 17:15:50","3561954487988605",1
"2018-07-18 00:07:36","4681896441519",1
"2018-11-30 09:08:26","503842928916",1
"2018-04-09 19:04:52","5361779664174555",1
"2018-10-07 20:28:59","3516952396080247",1
"2018-12-02 15:46:59","3561072557118696",1
"2018-02-26 01:52:16","675911140852",1
"2018-12-06 04:42:30","4165305432349489280",1
"2018-09-29 06:29:55","4711773125020499",1
"2018-10-10 09:01:17","5175947111814778",1
"2018-04-13 04:50:37","5500708021555307",1
"2018-12-27 18:46:57","344119623920892",1
"2018-10-07 11:05:05","376027549341849",1
"2018-02-03 15:45:32","3516952396080247",1
"2018-02-28 13:56:12","372414832802279",1
"2018-11-05 16:16:50","4027907156459098",1
"2018-11-22 10:40:43","5175947111814778",1
"2018-05-20 09:22:21","584226564303",1
"2018-03-18 20:00:59","5361779664174555",1
"2018-08-09 13:32:28","3516952396080247",1
"2018-09-20 01:42:45","4268491956169254",1
"2018-08-27 21:38:29","501809222273",1
"2018-07-29 12:15:25","4498002758300",1
"2018-06-26 06:14:45","4644008655884311378",1
"2018-01-14 15:31:50","376027549341849",1
"2018-07-23 12:02:46","5135837688671496",1
"2018-03-02 13:14:30","30063281385429",1
"2018-11-26 20:19:56","344119623920892",1
"2018-10-30 10:17:41","376027549341849",1
"2018-08-30 02:39:27","5500708021555307",1
"2018-04-01 19:06:02","3582198969197591",1
"2018-10-08 14:55:01","4711773125020499",1
"2018-03-02 11:42:48","5135837688671496",1
"2018-08-18 03:47:36","4741042733274",1
"2018-07-07 00:40:49","4741042733274",1
"2018-07-13 06:19:18","372414832802279",1
"2018-02-05 15:54:02","30063281385429",1
"2018-11-18 05:40:13","376027549341849",1
"2018-07-29 06:02:10","4743204091443101526",1
"2018-04-29 18:35:27","675911140852",1
"2018-04-19 22:50:46","6011987562414062",1
"2018-10-02 02:16:00","4681896441519",1
"2018-01-18 11:17:37","30181963913340",1
"2018-09-28 07:31:10","4498002758300",1
"2018-06-19 14:23:09","4681896441519",1
"2018-09-04 11:02:04","4539990688484983",1
"2018-12-24 13:45:58","4150721559116778",1
"2018-11-11 04:17:33","4586962917519654607",1
"2018-10-31 19:53:36","213193946980303",1
"2018-04-09 08:30:25","4539990688484983",1
"2018-09-29 01:38:12","4165305432349489280",1
"2018-02-09 07:38:19","503842928916",1
"2018-06-26 18:26:50","3516952396080247",1
"2018-05-19 13:41:11","3516952396080247",1
"2018-07-14 19:07:59","4279104135293225293",1
"2018-03-02 11:05:27","213193946980303",1
"2018-02-17 05:55:46","3581345943543942",1
"2018-12-23 15:16:09","4962915017023706562",1
"2018-10-07 18:42:39","4506405265172173",1
"2018-07-03 21:31:10","5297187379298983",1
"2018-01-12 23:38:53","4506405265172173",1
"2018-12-04 14:12:41","4498002758300",1
"2018-01-11 19:36:21","4761049645711555811",1
"2018-12-09 11:08:30","4506405265172173",1
"2018-08-28 02:09:41","3582198969197591",1
"2018-02-04 19:02:09","3561954487988605",1
"2018-10-29 20:36:38","213193946980303",1
"2018-06-06 12:36:03","3561954487988605",1
"2018-07-13 00:08:09","5297187379298983",1
"2018-07-18 02:21:00","501879657465",1
"2018-04-17 12:30:48","5175947111814778",1
"2018-12-09 19:57:51","3582198969197591",1
"2018-10-02 07:39:36","584226564303",1
"2018-09-04 09:20:30","4319653513507",1
"2018-10-06 05:51:17","4723783028106084756",1
"2018-10-12 00:26:33","501879657465",1
"2018-05-05 23:31:16","4506405265172173",1
"2018-04-27 18:19:37","501809222273",1
"2018-12-18 16:18:18","4723783028106084756",1
"2018-07-14 17:44:09","4506405265172173",1
"2018-04-22 04:22:49","501809222273",1
"2018-05-31 09:07:36","3582198969197591",1
"2018-04-08 20:15:13","3561072557118696",1
"2018-01-10 15:56:41","503842928916",1
"2018-01-10 03:17:20","503842928916",1
"2018-08-09 06:00:26","4743204091443101526",1
"2018-10-11 08:58:22","584226564303",1
"2018-09-29 14:17:31","4268491956169254",1
"2018-09-27 12:17:12","4188164051171486",1
"2018-11-14 06:37:02","4834483169177062",1
"2018-06-28 13:11:26","4539990688484983",1
"2018-01-16 02:26:16","372414832802279",1
"2018-12-20 17:20:27","344119623920892",1
"2018-10-23 10:56:18","180098539019105",1
"2018-10-05 22:12:25","5361779664174555",1
"2018-04-10 17:43:42","6500236164848279",1
"2018-12-23 03:34:08","4165305432349489280",1
"2018-12-20 08:00:01","4743204091443101526",1
"2018-08-06 22:27:26","4586962917519654607",1
"2018-11-30 00:50:23","180098539019105",1
"2018-12-06 01:19:03","30181963913340",1
"2018-05-07 03:36:06","4150721559116778",1
"2018-07-28 21:24:13","6011987562414062",1
"2018-04-16 19:44:12","180098539019105",1
"2018-07-09 11:52:10","4761049645711555811",1
"2018-04-12 13:09:49","30181963913340",1
"2018-09-01 04:58:06","3561072557118696",1
"2018-09-03 19:37:21","503842928916",1
"2018-01-28 19:30:38","6011987562414062",1
"2018-02-13 20:23:29","4723783028106084756",1
"2018-04-20 19:28:47","4741042733274",1
"2018-05-10 05:22:41","4644008655884311378",1
"2018-10-28 23:57:52","4741042733274",1
"2018-06-07 22:14:56","3535651398328201",1
"2018-12-16 09:38:32","4586962917519654607",1
